35,1,6,0,6
7,2,9,7,4
22,4,6,2,1
13,3,0,3,1
18,11,2,2,1
14,9,7,2,0
21,7,1,5,3
10,17,1,2,1
5,18,7,4,3
6,15,2,1,7
4,15,4,4,5
23,6,0,1,4
8,3,4,2,6
21,5,4,0,7
5,12,3,0,7
18,4,2,5,5
11,12,3,0,6
17,14,1,2,13
11,2,2,3,1
27,1,6,1,0
14,5,6,1,9
22,1,8,0,2
33,0,2,2,10
6,7,5,0,10
21,1,4,1,4
26,1,10,0,5
7,13,4,0,6
11,3,9,0,2
2,13,8,3,7
24,7,2,1,1
27,0,8,3,1
7,7,2,3,5
14,10,4,4,1
28,0,3,3,4
18,5,2,6,5
10,7,3,5,4
7,13,2,1,8
14,5,3,3,0
3,7,0,3,1
10,0,2,3,0
39,3,0,6,0
6,7,3,4,0
22,5,10,4,0
14,5,2,2,4
24,2,3,1,10
2,2,4,0,5
29,7,3,0,2
13,3,1,2,14
19,2,5,2,5
28,3,4,5,6
