18,1,13,0,4
23,5,1,2,4
14,5,1,3,0
3,13,1,2,0
3,12,3,1,3
13,6,4,2,0
0,7,4,5,1
14,3,8,5,0
17,4,1,5,2
3,8,8,1,0
7,7,0,3,1
1,14,4,2,6
5,10,0,3,11
16,11,6,3,1
16,5,1,4,6
22,0,4,4,5
21,5,5,4,1
3,13,7,4,0
12,5,4,4,1
15,9,9,1,5
8,23,2,3,8
9,8,0,4,7
42,2,7,5,5
12,2,5,3,2
4,17,6,0,3
10,16,1,5,8
26,2,4,2,2
8,12,8,0,6
24,1,6,3,2
0,19,1,0,7
23,0,3,6,4
21,5,2,7,4
30,3,1,2,1
19,1,4,4,5
11,15,1,10,5
16,6,12,2,3
23,6,2,2,9
19,7,2,2,5
21,9,2,1,8
23,8,1,3,7
5,21,5,2,5
7,10,5,7,1
13,2,7,2,5
17,7,4,2,1
1,16,0,5,6
8,16,0,1,1
22,3,7,2,3
10,15,1,0,9
11,3,8,0,7
10,10,0,0,0
