11,7,15,5,4,0,1
7,11,14,6,4,0,0
1,15,12,8,2,0,0
1,15,12,8,2,0,0
1,15,12,8,2,0,0
1,15,12,8,2,0,0
1,15,12,8,2,0,0
10,7,15,5,4,0,1
11,7,15,5,4,0,1
7,10,14,5,4,0,1
1,15,12,8,2,0,0
1,15,12,8,2,0,0
1,15,12,8,2,0,0
1,15,12,8,2,0,0
9,9,15,6,4,0,0
1,15,12,8,2,0,0
10,7,15,5,4,0,1
1,15,12,8,2,0,0
11,7,15,5,4,0,1
1,15,12,8,2,0,0
