2.500000,6.000000,6.000000,4.500000,14.500000
3.125000,4.000000,6.000000,3.750000,4.500000
6.875000,4.000000,9.000000,4.500000,8.750000
11.875000,4.000000,7.500000,3.000000,4.500000
8.125000,5.000000,6.000000,9.000000,10.750000
5.625000,7.000000,9.000000,3.750000,1.750000
3.125000,4.000000,6.000000,3.000000,17.500000
16.250000,4.000000,7.500000,3.750000,2.750000
5.000000,6.000000,7.500000,6.750000,6.500000
15.000000,4.000000,7.500000,4.500000,13.000000
11.250000,5.000000,6.000000,7.500000,2.750000
11.250000,4.000000,9.000000,4.500000,3.750000
13.125000,7.000000,7.500000,3.000000,2.750000
13.750000,6.000000,7.500000,7.500000,1.250000
10.000000,5.000000,7.500000,3.750000,7.000000
7.500000,5.000000,6.000000,3.750000,1.000000
4.375000,7.000000,6.000000,3.000000,2.500000
5.000000,5.000000,6.000000,8.250000,4.000000
8.125000,11.000000,6.000000,4.500000,1.750000
6.875000,4.000000,6.000000,3.000000,2.500000
