3.750000,6.500000,10.500000,4.875000,1.375000,0.953125,1.625000
3.750000,7.000000,11.250000,5.250000,1.250000,1.546875,0.359375
5.625000,8.000000,12.000000,6.375000,1.750000,0.359375,-1.000000
4.375000,9.000000,11.250000,6.375000,2.125000,-0.328125,-0.468750
4.687500,8.500000,12.000000,6.000000,2.625000,-0.765625,-0.296875
6.250000,5.500000,12.000000,5.250000,1.375000,1.984375,-0.125000
2.812500,9.500000,12.000000,6.000000,2.125000,1.296875,-1.468750
5.312500,6.500000,11.250000,5.625000,1.500000,0.171875,0.937500
6.875000,7.000000,12.000000,6.000000,1.750000,-0.640625,-0.093750
6.562500,7.000000,11.250000,5.625000,2.125000,-1.609375,0.906250
6.250000,7.500000,12.000000,6.375000,2.250000,-0.078125,-0.859375
3.750000,7.500000,10.500000,5.250000,1.750000,-0.140625,1.359375
2.812500,9.500000,11.250000,6.000000,1.750000,1.250000,-0.890625
7.187500,6.500000,11.250000,5.625000,1.875000,-1.796875,1.218750
2.812500,9.000000,10.500000,5.625000,1.750000,1.468750,-0.140625
6.875000,7.000000,12.750000,5.625000,2.125000,0.296875,-0.828125
6.562500,7.500000,12.750000,5.625000,2.875000,-0.031250,-1.171875
5.937500,7.500000,11.250000,5.625000,2.125000,-0.796875,0.578125
3.437500,7.000000,9.750000,4.875000,1.375000,0.578125,1.921875
4.687500,5.500000,10.500000,5.250000,1.125000,1.328125,1.453125
3.125000,9.500000,10.500000,6.750000,1.125000,1.281250,-0.546875
4.062500,9.000000,11.250000,6.375000,1.875000,-0.156250,-0.578125
4.687500,7.000000,10.500000,4.875000,2.500000,-0.875000,1.890625
5.312500,8.500000,12.750000,5.625000,2.875000,1.312500,-1.859375
6.875000,6.500000,11.250000,5.250000,2.125000,-0.703125,0.984375
6.250000,7.500000,11.250000,6.000000,2.250000,-1.265625,0.703125
6.250000,7.000000,12.750000,5.625000,2.125000,1.671875,-1.296875
6.875000,7.000000,12.000000,5.250000,2.750000,-1.734375,0.734375
4.062500,8.000000,10.500000,6.000000,1.500000,-0.718750,1.062500
4.687500,9.000000,11.250000,6.000000,2.625000,-0.703125,-0.250000
6.875000,6.000000,11.250000,5.625000,2.250000,-1.312500,1.515625
3.125000,9.500000,12.000000,6.000000,2.125000,1.281250,-1.640625
7.187500,6.500000,12.750000,6.000000,2.125000,0.140625,-0.781250
2.500000,8.000000,10.500000,5.250000,1.750000,1.343750,0.734375
5.312500,8.000000,11.250000,5.625000,2.625000,-1.421875,0.578125
4.687500,7.500000,11.250000,5.625000,2.375000,-0.390625,0.671875
4.062500,7.500000,10.500000,6.000000,1.000000,1.000000,0.703125
2.812500,7.500000,9.750000,4.875000,1.500000,1.328125,1.656250
5.312500,7.500000,11.250000,5.250000,2.500000,-0.718750,0.750000
3.125000,8.500000,10.500000,6.000000,1.375000,1.875000,-0.046875
6.875000,6.000000,12.000000,5.250000,2.625000,0.718750,-0.140625
4.062500,6.500000,10.500000,4.875000,2.125000,0.859375,1.359375
3.437500,8.000000,12.000000,5.625000,2.000000,1.765625,-0.921875
3.125000,8.500000,11.250000,6.000000,1.625000,1.359375,-0.468750
5.937500,7.500000,11.250000,5.625000,2.250000,-1.031250,0.875000
4.375000,7.000000,10.500000,5.625000,1.500000,0.687500,1.031250
4.062500,8.500000,12.000000,5.625000,2.750000,1.093750,-0.937500
7.187500,6.000000,12.000000,5.250000,2.375000,-0.640625,0.609375
5.312500,8.500000,12.000000,6.000000,2.000000,1.312500,-1.531250
5.937500,7.500000,12.000000,5.625000,2.500000,0.234375,-0.484375
3.437500,8.500000,9.750000,6.000000,1.375000,-0.312500,1.500000
3.750000,9.500000,11.250000,6.375000,2.250000,-1.093750,0.046875
4.687500,7.000000,11.250000,5.625000,1.250000,1.125000,0.500000
4.062500,8.500000,11.250000,5.625000,1.875000,1.234375,-0.328125
5.625000,6.500000,10.500000,5.250000,1.625000,-0.984375,1.953125
6.562500,7.500000,12.000000,5.625000,2.375000,0.421875,-0.687500
3.437500,9.500000,11.250000,6.375000,1.625000,1.671875,-1.046875
5.000000,7.500000,10.500000,5.250000,2.000000,-1.171875,1.796875
6.875000,6.000000,11.250000,5.250000,1.750000,-0.500000,0.984375
3.437500,9.500000,11.250000,6.750000,1.375000,0.875000,-1.203125
5.625000,7.000000,11.250000,6.000000,1.625000,0.312500,0.203125
4.687500,7.000000,10.500000,5.625000,1.375000,0.468750,0.937500
5.625000,7.500000,12.750000,5.625000,2.500000,1.718750,-1.625000
2.500000,8.000000,10.500000,5.250000,1.625000,0.265625,1.265625
6.875000,7.500000,12.750000,6.375000,1.875000,0.078125,-1.312500
5.000000,5.500000,10.500000,4.500000,1.250000,0.843750,1.875000
2.500000,8.500000,10.500000,5.625000,1.250000,1.734375,0.312500
5.625000,7.500000,11.250000,6.000000,1.625000,-1.015625,0.812500
4.687500,7.000000,11.250000,5.250000,1.625000,0.921875,0.468750
5.312500,6.500000,10.500000,5.625000,1.625000,0.312500,1.234375
3.750000,7.500000,9.750000,5.625000,1.625000,-0.703125,1.921875
6.562500,7.000000,12.750000,6.000000,2.250000,0.750000,-1.468750
5.312500,7.500000,12.000000,6.375000,1.375000,1.671875,-1.359375
6.250000,6.500000,12.000000,5.625000,2.375000,0.437500,-0.125000
3.750000,9.500000,11.250000,6.750000,1.750000,-0.390625,-0.531250
5.312500,7.000000,11.250000,5.625000,1.375000,0.109375,0.562500
5.000000,7.500000,12.000000,6.000000,2.000000,0.109375,-0.375000
6.875000,7.500000,12.750000,6.000000,2.375000,0.375000,-1.234375
5.625000,8.500000,12.000000,6.375000,2.750000,-0.828125,-0.859375
7.187500,6.500000,11.250000,5.625000,2.375000,-1.203125,0.890625
5.000000,6.000000,10.500000,4.875000,1.125000,0.781250,1.890625
7.187500,6.500000,12.750000,5.625000,2.750000,-0.109375,-0.718750
6.562500,8.000000,11.250000,6.000000,2.875000,-1.781250,0.359375
4.687500,9.000000,12.000000,5.625000,2.750000,1.296875,-1.484375
6.875000,7.500000,12.000000,6.000000,2.625000,-1.718750,-0.187500
4.687500,7.500000,10.500000,5.625000,2.250000,-1.421875,1.484375
7.187500,7.000000,13.500000,5.625000,2.375000,0.609375,-1.578125
4.062500,7.500000,11.250000,5.250000,2.125000,1.671875,-0.109375
5.937500,6.500000,11.250000,5.625000,1.375000,0.031250,0.656250
3.750000,9.000000,10.500000,5.625000,2.625000,-1.046875,0.796875
7.187500,6.500000,12.750000,6.000000,1.750000,1.125000,-1.078125
6.875000,6.000000,10.500000,5.625000,1.250000,-0.968750,1.828125
3.437500,8.500000,10.500000,5.250000,2.500000,-0.765625,1.203125
2.500000,9.000000,10.500000,5.250000,2.250000,0.062500,0.828125
5.625000,7.500000,11.250000,5.625000,2.625000,-1.093750,0.625000
7.187500,7.000000,12.750000,6.000000,2.375000,-0.281250,-1.140625
6.250000,7.500000,12.000000,6.000000,2.625000,-1.468750,0.203125
6.875000,5.500000,12.750000,5.250000,2.000000,1.812500,-0.703125
5.000000,7.500000,10.500000,5.625000,2.250000,-1.265625,0.984375
4.375000,7.500000,11.250000,5.625000,1.875000,-0.156250,0.640625
