843.000000,382.375000,66.000000,24.375000,7.437500
843.000000,382.375000,60.500000,33.750000,7.437500
843.000000,382.375000,66.000000,26.250000,7.437500
843.000000,382.375000,60.500000,30.000000,9.187500
843.000000,382.375000,60.500000,28.125000,8.750000
843.000000,382.375000,66.000000,26.250000,9.625000
843.000000,382.375000,66.000000,31.875000,8.750000
843.000000,382.375000,60.500000,31.875000,9.187500
843.000000,382.375000,66.000000,30.000000,8.750000
843.000000,382.375000,66.000000,28.125000,10.062500
843.000000,382.375000,66.000000,24.375000,6.562500
843.000000,382.375000,66.000000,28.125000,10.062500
843.000000,382.375000,71.500000,22.500000,9.625000
843.000000,382.375000,71.500000,24.375000,9.187500
843.000000,382.375000,60.500000,33.750000,6.125000
843.000000,382.375000,60.500000,30.000000,7.000000
843.000000,382.375000,77.000000,39.375000,5.687500
772.750000,382.375000,71.500000,26.250000,8.750000
843.000000,382.375000,60.500000,35.625000,7.000000
843.000000,382.375000,66.000000,28.125000,10.062500
